0.943803	0.680838	0.782588	0.663103	0.841255	0.857632	3.733436	4.871767	13.37442
0.301454	0.930835	0.813681	0.51004	0.705524	0.107144	3.06605	2.964607	9.399334
0.820911	0.066155	0.181315	0.939022	0.488383	0.501621	2.946424	3.329934	9.273765
0.303934	0.556424	0.110871	0.781439	0.166007	0.849794	2.534107	2.906396	8.208971
0.592416	0.334271	0.464105	0.648838	0.589104	0.750699	2.688467	3.382744	9.450643
0.774328	0.088515	0.641292	0.849795	0.141036	0.979943	3.203726	4.108201	10.78684
0.056258	0.721189	0.236893	0.63829	0.203441	0.310953	2.29092	2.01984	6.477784
0.722319	0.304883	0.863269	0.632034	0.209665	0.796352	3.154539	4.041177	10.72424
0.83154	0.137377	0.141674	0.955476	0.982864	0.266962	3.021543	3.164569	9.502004
0.373478	0.172068	0.847544	0.914154	0.661616	0.691488	3.221397	3.372209	10.25395
0.400953	0.334596	0.047361	0.980319	0.703141	0.548713	2.743548	2.712896	8.471526
0.627566	0.93138	0.15379	0.866255	0.919705	0.828853	3.445246	4.035409	11.8082
0.52852	0.311553	0.367744	0.142725	0.867257	0.195091	1.493267	2.074153	5.980311
0.381487	0.847831	0.404937	0.199906	0.409139	0.881824	2.034068	3.097473	8.256665
0.513911	0.724602	0.032583	0.002715	0.452845	0.084708	1.276526	1.872429	4.960318
0.581196	0.698034	0.092853	0.323042	0.524308	0.715425	2.018169	2.991748	7.944776
0.809525	0.156037	0.414578	0.920205	0.596609	0.374594	3.220549	3.484463	9.976559
0.338548	0.870907	0.589602	0.06412	0.159164	0.520437	1.927296	2.722162	7.192237
0.739681	0.143753	0.18244	0.372316	0.613811	0.889721	1.810507	3.067592	7.819821
0.077857	0.217053	0.653218	0.079038	0.592808	0.560195	1.106203	1.665217	4.951588
0.316343	0.168145	0.84826	0.142962	0.022853	0.50672	1.618672	2.298772	5.922727
0.62871	0.699749	0.353345	0.351008	0.705115	0.435612	2.383818	3.097132	8.654487
0.995781	0.43437	0.554933	0.70072	0.960263	0.816732	3.386525	4.498318	12.34764
0.388341	0.401693	0.051026	0.249913	0.96265	0.492124	1.340887	1.971438	5.858073
0.858272	0.49119	0.573431	0.02575	0.543306	0.112786	1.974393	2.919701	7.498828
0.013467	0.858279	0.774893	0.218065	0.944799	0.296045	2.08277	2.174217	7.362535
0.257752	0.18637	0.014541	0.33135	0.914546	0.059943	1.121364	1.107709	3.993577
0.159649	0.031881	0.813718	0.21842	0.376968	0.820966	1.442088	2.204282	6.067972
0.977148	0.466274	0.68018	0.771974	0.527358	0.324938	3.667549	4.197661	11.61308
0.531774	0.867892	0.921573	0.97689	0.223836	0.905903	4.275018	4.735805	13.43869
0.345949	0.922489	0.672329	0.665695	0.122216	0.292574	3.272156	3.244984	9.53839
0.856157	0.185643	0.836572	0.89822	0.113521	0.15494	3.674812	3.787689	10.50755
0.59972	0.019147	0.602267	0.553215	0.812393	0.181245	2.327563	2.555314	7.650863
0.330464	0.98956	0.85881	0.014568	0.168705	0.588229	2.207969	3.112095	8.2704
0.564735	0.273781	0.108718	0.786265	0.653946	0.984931	2.519764	3.283165	9.175305
0.853434	0.01202	0.086143	0.985389	0.067646	0.697565	2.922375	3.487985	9.112557
0.202765	0.410073	0.333549	0.32104	0.016343	0.349423	1.588468	1.819616	5.041277
0.191671	0.02659	0.506582	0.381229	0.594468	0.995095	1.487301	2.292839	6.475777
0.167715	0.088363	0.251332	0.989788	0.111727	0.904755	2.486986	2.569668	7.570334
0.12725	0.986204	0.525986	0.145916	0.598697	0.239134	1.931272	2.15174	6.706199
0.287088	0.982725	0.868187	0.549347	0.415306	0.083497	3.236693	3.057931	9.480775
0.349451	0.149646	0.526481	0.265994	0.603943	0.142674	1.557565	1.783697	5.379451
0.395407	0.398129	0.011338	0.322054	0.242912	0.997662	1.448982	2.519999	6.336484
0.244457	0.710538	0.559924	0.707471	0.598385	0.785996	2.929861	3.252843	9.789475
0.93498	0.413981	0.956764	0.446674	0.192927	0.017234	3.199074	3.704613	9.866248
0.583791	0.471546	0.961882	0.366904	0.847843	0.881003	2.751028	3.848918	10.71292
0.3202	0.303736	0.023642	0.251821	0.215513	0.772412	1.15122	1.992011	5.030555
0.667449	0.151142	0.136498	0.348117	0.445716	0.303133	1.651324	2.273788	5.977166
0.123444	0.4597	0.401318	0.745542	0.426982	0.55836	2.475547	2.411808	7.602701
0.226432	0.031829	0.627102	0.066956	0.801081	0.635543	1.019276	1.814294	5.222515
0.951585	0.384489	0.38875	0.571367	0.189975	0.40855	2.867559	3.656327	9.418604
0.159006	0.771237	0.52125	0.278649	0.41872	0.013739	2.00879	1.902886	6.074275
0.107814	0.666389	0.362546	0.98204	0.726986	0.022152	3.100828	2.248754	8.217508
0.546211	0.264485	0.159321	0.132777	0.641654	0.670693	1.235571	2.319698	5.97041
0.74143	0.157131	0.930226	0.674968	0.441484	0.527283	3.178723	3.772468	10.42371
0.161142	0.0245	0.354071	0.486233	0.668032	0.584012	1.51218	1.771101	5.561273
0.634186	0.647788	0.438955	0.230356	0.289685	0.078575	2.181641	2.664046	7.165233
0.126072	0.091877	0.620343	0.569198	0.687733	0.22626	1.976688	1.759823	6.057994
0.406331	0.25199	0.662782	0.112807	0.852556	0.002782	1.546716	1.843022	5.678985
0.62987	0.989348	0.515855	0.461364	0.915942	0.645045	3.057802	3.871353	11.08658
0.343518	0.736324	0.217651	0.421179	0.433087	0.655243	2.139852	2.717434	7.66429
0.922783	0.090726	0.335833	0.683479	0.946076	0.703462	2.7163	3.659065	10.05772
0.67753	0.659333	0.930894	0.360988	0.188937	0.565269	2.989733	3.871544	10.24423
0.534569	0.619747	0.17975	0.201583	0.200252	0.880293	1.737232	2.95051	7.303936
0.695832	0.509777	0.993711	0.615915	0.181258	0.290375	3.43115	3.801442	10.51946
0.388602	0.965581	0.977232	0.777441	0.958615	0.378683	3.886296	3.876141	12.20859
0.106334	0.475363	0.324487	0.47671	0.411375	0.748482	1.859603	2.237709	6.640062
0.411595	0.694372	0.231435	0.918528	0.145704	0.805106	3.174459	3.472632	9.853831
0.53909	0.623796	0.536542	0.272506	0.997463	0.586366	2.244441	3.097389	8.897593
0.049187	0.27554	0.319649	0.173071	0.08833	0.422857	0.990517	1.28949	3.60864
0.506984	0.110552	0.013794	0.797553	0.333045	0.324464	2.226435	2.26033	6.573156
0.445562	0.922462	0.261979	0.706019	0.947812	0.643863	3.04204	3.425447	10.39518
0.242551	0.849281	0.971211	0.576663	0.05835	0.565784	3.216368	3.448041	9.928249
0.961457	0.565838	0.860952	0.963586	0.377531	0.300018	4.315419	4.613308	12.95811
0.145909	0.07021	0.532145	0.928368	0.91862	0.258623	2.605001	2.081165	7.540041
0.082662	0.85077	0.784683	0.348737	0.71475	0.164533	2.415591	2.314049	7.675776
0.443764	0.97453	0.215284	0.108736	0.710803	0.655945	1.851049	2.842023	7.802135
0.58198	0.302374	0.327278	0.844516	0.362824	0.666359	2.900663	3.304486	9.290479
0.819947	0.836587	0.468871	0.808066	0.373816	0.774806	3.741537	4.528224	12.35185
0.791151	0.404712	0.403581	0.21063	0.825151	0.601876	2.020705	3.203102	8.460908
0.951127	0.52549	0.013101	0.554409	0.578695	0.703037	2.598536	3.698291	9.622686
0.247364	0.875709	0.179099	0.967233	0.983064	0.456954	3.236638	2.973723	9.919783
0.032904	0.175981	0.904027	0.759254	0.316473	0.009224	2.631419	1.914293	6.743574
0.440416	0.16603	0.112147	0.325418	0.266894	0.113871	1.369429	1.598298	4.392504
0.924932	0.838495	0.218596	0.370728	0.805908	0.935637	2.723478	4.21332	11.03109
0.936623	0.448724	0.796464	0.947038	0.158429	0.619495	4.075887	4.684966	12.66763
0.609464	0.090188	0.766942	0.249317	0.22953	0.015787	1.965227	2.34116	6.267613
0.959875	0.24098	0.488727	0.424253	0.863363	0.313032	2.538089	3.386742	9.215062
0.073206	0.287699	0.268376	0.97907	0.494695	0.342255	2.58742	2.023811	7.056531
0.393134	0.521147	0.27206	0.846845	0.360037	0.111831	2.88003	2.538151	7.923235
0.067457	0.605332	0.817015	0.013116	0.214829	0.395336	1.516037	1.965713	5.594835
0.971437	0.857072	0.66417	0.287116	0.655937	0.265577	3.066912	4.016811	10.78503
0.057398	0.919879	0.744424	0.503421	0.867289	0.745712	2.728543	3.028232	9.594897
0.865091	0.224871	0.934286	0.607017	0.638033	0.460987	3.238283	3.957343	10.92591
0.422364	0.72316	0.909187	0.80265	0.456402	0.979401	3.660011	4.259127	12.2123
0.957872	0.810457	0.2678	0.066064	0.012807	0.539994	2.168259	3.60006	8.423315
0.889658	0.571157	0.342836	0.328865	0.149573	0.179385	2.461381	3.201559	8.124414
0.987086	0.098558	0.281158	0.351297	0.503244	0.267353	2.069397	2.972538	7.53063
0.393339	0.16027	0.234335	0.232135	0.053481	0.59055	1.252215	2.003969	4.920295
0.634723	0.171185	0.241226	0.483153	0.068273	0.108059	2.013441	2.27307	5.993131

