5.310160649	1.909352029	0.891427739	5.31491457	20.01206136
7.522435311	6.682399762	5.218986102	18.91469105	-16.14109255
0.787944977	3.432047704	12.69165345	4.196068485	20.23864663
9.525615659	1.397266975	7.861128357	17.37483696	-6.732771903
6.184172444	4.798417959	8.176220567	8.933057069	31.42115011
2.088586696	6.70415732	12.75586595	15.92787255	-26.53018054
1.203222447	6.562491303	0.408848356	1.419313162	28.17756253
5.451664687	1.915125967	16.27384394	10.51032517	20.75955823
5.470978196	6.711899625	3.145239955	5.942715429	41.24961141
5.665683514	0.406987462	10.39400457	8.408893735	17.28806469
6.858950211	4.100331723	6.834808052	4.738081308	56.51405684
3.11495205	6.406084821	16.93277567	3.300987456	64.60358228
4.815465484	7.077824917	9.811270772	10.3220057	24.52553087
5.589603669	4.534329319	4.410339272	14.48734267	-15.24923087
0.229227148	1.174059071	3.79887673	1.640589514	4.284269842
7.17221534	2.564789584	15.07156738	15.96777152	1.973386694
3.038321817	6.116835769	17.95100021	2.114989435	71.98598141
9.311362594	7.966349866	14.59049903	12.08991787	62.99779105
6.586471419	6.012220229	15.65609307	10.65809771	44.10425214
1.901557434	1.101784167	7.678344788	18.14027185	-73.86534536
